"GEO_ID","NAME","S1901_C03_001E","S1901_C03_001M","S1901_C04_001E","S1901_C04_001M","S1901_C02_001M","S1901_C02_001E","S1901_C01_001M","S1901_C01_001E","S1901_C02_002E","S1901_C02_002M","S1901_C01_002M","S1901_C01_002E","S1901_C04_002M","S1901_C04_002E","S1901_C03_002M","S1901_C03_002E","S1901_C01_003E","S1901_C01_003M","S1901_C02_003E","S1901_C02_003M","S1901_C04_003E","S1901_C04_003M","S1901_C03_003M","S1901_C03_003E","S1901_C04_004E","S1901_C04_004M","S1901_C03_004M","S1901_C03_004E","S1901_C02_004M","S1901_C02_004E","S1901_C01_004M","S1901_C01_004E","S1901_C04_005E","S1901_C04_005M","S1901_C03_005M","S1901_C03_005E","S1901_C02_005M","S1901_C02_005E","S1901_C01_005M","S1901_C01_005E","S1901_C04_006E","S1901_C04_006M","S1901_C03_006M","S1901_C03_006E","S1901_C02_006M","S1901_C02_006E","S1901_C01_006M","S1901_C01_006E","S1901_C01_007E","S1901_C01_007M","S1901_C04_007M","S1901_C04_007E","S1901_C03_007M","S1901_C03_007E","S1901_C02_007M","S1901_C02_007E","S1901_C01_008E","S1901_C01_008M","S1901_C04_008E","S1901_C04_008M","S1901_C03_008M","S1901_C03_008E","S1901_C02_008M","S1901_C02_008E","S1901_C01_009E","S1901_C01_009M","S1901_C02_009E","S1901_C02_009M","S1901_C03_009E","S1901_C03_009M","S1901_C04_009E","S1901_C04_009M","S1901_C01_010M","S1901_C02_010E","S1901_C02_010M","S1901_C01_010E","S1901_C03_010E","S1901_C03_010M","S1901_C04_010E","S1901_C04_010M","S1901_C02_011E","S1901_C02_011M","S1901_C01_011M","S1901_C01_011E","S1901_C04_011M","S1901_C04_011E","S1901_C03_011M","S1901_C03_011E","S1901_C01_012E","S1901_C01_012M","S1901_C02_012E","S1901_C02_012M","S1901_C04_012E","S1901_C04_012M","S1901_C03_012M","S1901_C03_012E","S1901_C02_013M","S1901_C02_013E","S1901_C01_013M","S1901_C01_013E","S1901_C03_013E","S1901_C03_013M","S1901_C04_013M","S1901_C04_013E","S1901_C01_014E","S1901_C01_014M","S1901_C02_014E","S1901_C02_014M","S1901_C04_014M","S1901_C03_014E","S1901_C03_014M","S1901_C04_014E","S1901_C02_015E","S1901_C02_015M","S1901_C01_015M","S1901_C01_015E","S1901_C04_015M","S1901_C04_015E","S1901_C03_015M","S1901_C03_015E","S1901_C01_016E","S1901_C01_016M","S1901_C02_016E","S1901_C02_016M","S1901_C03_016E","S1901_C03_016M","S1901_C04_016E","S1901_C04_016M",
"0500000US13121","Fulton County, Georgia","132300","4866","152088","6272","6166","202805","4881","354893","6.9","1.0","0.8","10.2","1.4","15.1","0.4","1.0","5.7","0.7","4.2","0.7","8.0","1.3","0.6","1.2","12.9","1.6","0.8","3.7","1.1","8.0","1.0","10.0","11.0","1.5","1.3","6.3","1.2","9.2","0.8","9.9","14.0","1.6","1.1","8.2","1.0","10.0","0.8","11.8","15.7","1.0","1.7","16.5","1.8","15.5","1.3","14.8","10.1","0.9","8.8","1.3","1.5","13.1","1.1","11.1","12.4","0.9","14.6","1.2","20.4","1.7","9.0","1.3","0.7","8.9","1.2","6.0","12.9","1.8","2.0","0.5","12.2","1.0","0.7","8.2","0.7","2.6","1.5","17.6","52831","1986","67523","3134","37498","2504","3124","101058","3676","102206","2349","81756","133352","5247","2733","52501","33.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.8","(X)",
"0500000US13127","Glynn County, Georgia","N","N","8958","1371","2264","22763","1835","31721","5.9","3.0","2.3","7.2","5.8","12.2","N","N","6.6","2.6","4.7","2.7","11.0","5.5","N","N","22.4","6.9","N","N","3.3","12.3","3.0","13.9","20.8","7.0","N","N","4.7","13.3","4.5","15.9","12.4","5.7","N","N","4.4","12.3","3.5","12.2","14.2","3.4","3.7","5.4","N","N","4.1","18.5","12.6","3.2","5.5","4.3","N","N","4.3","14.8","10.3","3.3","10.9","3.7","N","N","4.5","3.3","1.8","3.0","2.2","2.9","N","N","2.1","2.4","4.3","2.1","1.9","4.1","3.6","3.7","N","N","41854","6422","51617","9592","27523","4020","15014","63205","9238","71447","9390","67774","N","N","21919","53149","39.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","39.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.3","(X)",
"0500000US13135","Gwinnett County, Georgia","154032","4496","64884","3750","3979","202184","2693","267068","4.7","0.9","0.7","4.7","1.6","6.6","0.6","1.9","4.0","0.7","2.8","0.7","7.4","2.1","0.7","1.9","14.4","2.6","0.9","5.4","1.0","7.1","1.0","8.7","15.0","2.4","1.4","9.2","1.1","10.1","1.0","10.9","18.9","2.5","1.4","12.3","1.5","14.1","1.1","15.1","19.9","1.2","2.7","19.3","1.8","19.5","1.5","19.4","13.2","1.1","9.7","2.0","1.5","15.5","1.3","14.0","14.4","1.1","16.5","1.3","20.2","1.6","6.6","1.7","0.8","7.0","1.0","5.7","8.8","1.3","1.5","0.9","4.3","0.7","0.5","3.4","0.4","0.5","0.9","5.5","57548","2399","63072","2229","40051","2327","2710","74933","2061","80556","1837","73449","N","N","2344","47705","30.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.5","(X)",
"0500000US13139","Hall County, Georgia","34559","2430","14664","1563","2349","46305","1926","60969","4.2","1.8","1.8","6.4","5.6","16.2","1.3","1.8","5.4","1.6","4.3","1.2","10.9","4.6","1.4","2.3","18.6","4.5","2.8","8.8","2.4","10.6","2.1","12.2","16.5","5.7","3.0","9.8","2.7","11.0","2.5","12.6","16.1","4.6","3.7","15.2","3.3","16.6","2.9","16.7","18.6","2.9","4.4","12.3","4.3","21.9","3.6","20.1","12.0","2.1","8.2","3.7","3.3","15.0","2.6","12.9","8.8","1.9","12.0","2.5","15.0","2.9","0.0","1.4","1.2","5.0","1.3","4.7","6.1","1.6","1.1","1.7","3.3","1.4","1.1","2.5","1.4","0.0","1.9","4.1","47002","2277","53143","4275","26814","3601","3597","61473","4990","70118","4058","62506","N","N","3760","33687","26.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.3","(X)",
"0500000US13151","Henry County, Georgia","36680","2668","19669","2492","2666","49152","1662","68821","3.9","1.7","2.1","6.4","5.0","14.6","1.0","1.7","3.3","1.0","1.6","0.8","8.2","2.7","0.6","0.7","13.9","5.3","1.9","5.3","1.8","7.4","1.8","9.2","11.3","4.0","1.7","4.8","1.9","5.7","1.8","7.6","20.2","6.1","2.9","12.1","2.6","13.8","2.6","14.9","22.9","3.3","4.9","18.7","4.2","21.8","4.1","24.0","15.6","2.3","5.5","2.7","3.6","23.1","3.0","19.1","14.7","2.7","17.8","3.3","22.7","3.9","5.3","3.2","1.1","3.6","1.5","3.0","3.9","1.5","1.5","1.4","3.1","1.5","1.2","2.5","1.2","0.7","2.0","3.9","57341","5157","68414","3989","36548","6001","3846","77368","4287","77871","3677","68717","N","N","4797","43015","31.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","43.0","(X)",
"0500000US13153","Houston County, Georgia","N","N","14377","1818","2048","36446","1845","50823","4.6","1.9","1.8","6.6","4.9","13.0","N","N","4.9","1.7","3.3","1.5","11.0","4.5","N","N","11.8","4.2","N","N","2.4","9.5","2.1","10.1","11.5","4.9","N","N","2.9","9.8","2.4","9.7","15.4","5.6","N","N","2.6","11.6","2.4","12.7","23.0","3.2","6.9","26.9","N","N","3.3","21.3","15.5","3.0","6.9","3.5","N","N","3.6","17.0","12.5","2.4","16.4","3.2","N","N","2.6","2.3","1.3","4.0","1.7","3.1","N","N","0.5","0.8","2.6","1.6","1.2","2.0","0.7","0.4","N","N","58401","6783","64668","6322","36427","4240","5760","76160","4120","70446","3423","63353","N","N","4268","41678","31.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.9","(X)",
"0500000US13185","Lowndes County, Georgia","N","N","12954","1312","1473","26789","1585","39743","9.1","2.8","2.5","11.7","6.1","20.4","N","N","6.2","1.7","3.6","1.8","13.2","4.4","N","N","19.5","5.9","N","N","3.5","16.0","2.9","17.6","11.9","4.8","N","N","3.7","13.6","3.2","12.8","17.8","6.2","N","N","3.3","12.9","3.0","14.4","17.4","2.8","3.5","7.9","N","N","3.6","19.9","8.7","2.1","5.9","3.8","N","N","2.2","10.3","8.7","2.2","11.6","3.1","N","N","2.1","2.1","0.7","1.6","0.9","1.5","N","N","1.3","1.3","1.5","0.9","0.6","1.0","1.6","0.0","N","N","36132","3170","42587","5566","22768","3977","6579","59095","4913","56117","3584","48938","N","N","4196","31733","36.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","37.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.0","(X)",
"0500000US13215","Muscogee County, Georgia","26719","2095","25317","2233","2620","47090","2555","72407","10.9","2.4","1.6","12.8","3.6","18.1","1.2","1.9","8.4","1.6","7.1","2.1","12.5","3.1","1.2","1.9","22.4","4.2","1.9","4.7","2.1","10.6","2.1","15.2","15.7","3.5","2.5","9.8","2.5","12.1","2.0","13.2","12.2","3.6","3.3","13.1","2.8","13.9","2.1","13.3","15.7","1.9","2.9","12.2","3.6","20.8","2.8","16.7","9.0","1.3","4.7","1.5","3.1","18.0","1.8","11.1","7.8","1.4","11.0","2.1","19.0","3.5","1.2","1.0","0.8","2.8","1.1","2.0","4.8","1.8","0.6","0.9","3.7","1.2","0.8","2.6","0.6","0.4","1.9","6.0","35384","2095","43762","3261","23608","2383","3765","73540","5921","66065","3850","54864","N","N","2728","31728","29.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.0","(X)",
"0500000US13217","Newton County, Georgia","N","N","7890","1463","1765","27149","1202","35039","8.8","2.8","2.6","8.8","6.4","11.5","N","N","5.8","2.0","3.8","1.8","11.7","5.0","N","N","15.0","7.2","N","N","2.7","7.5","2.7","9.3","18.1","8.5","N","N","3.6","12.6","3.3","13.0","16.1","6.1","N","N","3.1","12.9","2.9","13.8","22.2","3.4","7.2","19.8","N","N","4.5","25.3","13.2","2.7","4.0","3.3","N","N","3.2","14.1","10.5","3.1","11.0","3.2","N","N","2.5","3.8","1.0","2.0","1.3","1.9","N","N","1.4","1.7","2.0","1.2","1.0","1.5","2.6","0.0","N","N","49397","3650","53395","4082","31157","5226","5914","61731","4440","59522","3868","56322","N","N","5774","38121","30.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.8","(X)",
"0500000US13223","Paulding County, Georgia","27284","1961","10264","1356","1697","37079","1335","47343","4.1","2.4","1.6","3.7","4.5","7.4","0.6","0.7","3.1","1.5","2.8","1.5","7.9","4.5","0.9","1.2","14.0","5.2","2.4","5.1","2.8","8.1","2.8","10.7","14.7","6.0","1.9","5.4","2.1","7.3","2.0","8.7","23.1","7.1","3.0","13.7","2.4","13.5","2.8","15.0","26.4","3.6","8.7","21.6","4.1","28.3","4.0","27.0","13.7","2.2","4.5","2.3","3.4","18.5","2.7","15.4","13.4","2.0","15.4","2.4","19.0","3.2","6.1","4.0","1.2","4.6","1.5","3.8","5.7","2.0","0.8","1.3","1.8","1.1","0.8","1.5","2.0","0.0","1.4","2.4","60169","3019","64800","3057","40070","5528","2917","71188","3977","71662","3042","66770","N","N","4896","43432","31.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.8","(X)",
"0500000US13245","Richmond County, Georgia","25879","1933","27100","2299","2820","45193","2922","72293","10.6","2.5","1.9","12.3","3.9","18.4","2.3","3.7","8.5","1.5","4.4","1.5","15.1","3.2","1.6","2.4","15.7","3.9","2.8","7.3","2.6","12.4","2.2","13.4","14.3","4.0","2.9","10.0","2.6","11.1","2.3","11.5","14.7","3.5","3.5","16.2","2.7","16.3","2.2","16.1","19.1","2.4","3.9","14.7","4.2","23.9","3.0","19.5","8.7","1.7","4.0","1.7","4.1","15.3","2.6","11.5","6.6","1.6","8.8","2.3","13.2","3.7","2.2","1.6","0.9","3.3","1.4","2.1","4.4","1.7","0.2","0.4","2.1","1.1","0.7","1.6","1.0","0.6","1.8","3.5","39152","2651","46693","3329","25427","3541","4752","61777","3319","57463","2727","49756","72606","4612","4491","34216","35.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.7","(X)",
"0500000US13247","Rockdale County, Georgia","N","N","6932","1375","1343","22065","1196","28997","6.5","3.4","2.7","6.1","3.7","5.1","N","N","3.5","1.6","3.9","2.1","5.2","3.6","N","N","11.6","5.9","N","N","2.8","5.3","2.5","7.3","17.1","9.8","N","N","3.4","9.0","3.2","10.9","18.4","9.8","N","N","3.5","14.3","3.6","14.4","22.0","3.6","7.5","19.7","N","N","4.8","21.6","16.6","3.7","5.9","5.2","N","N","4.8","19.4","12.2","3.0","13.8","3.4","N","N","9.5","6.6","2.1","2.7","2.3","3.7","N","N","5.0","4.8","3.3","1.9","1.3","3.3","3.9","2.5","N","N","57266","6637","62276","5969","38534","13470","3430","75659","7374","72062","5312","69205","N","N","10822","57477","32.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.3","(X)",
"0500000US13285","Troup County, Georgia","N","N","6329","914","1329","18368","1245","24697","9.9","3.3","3.2","12.1","8.4","18.3","N","N","5.8","2.4","3.2","1.9","13.4","7.5","N","N","13.8","7.1","N","N","3.8","11.5","3.3","11.8","12.9","5.3","N","N","3.6","14.0","3.1","13.8","12.4","5.9","N","N","4.2","13.2","3.3","12.5","19.3","3.7","6.9","16.6","N","N","4.4","20.2","13.1","3.8","6.0","4.3","N","N","4.5","14.8","8.6","2.6","9.6","3.3","N","N","4.8","3.1","1.3","2.4","1.4","2.3","N","N","1.8","2.4","1.1","0.9","0.6","0.8","3.2","0.0","N","N","41477","5928","47188","6677","27725","6039","8321","63375","4616","56856","3861","52485","N","N","6518","38418","38.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","39.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.2","(X)",
"0500000US13295","Walker County, Georgia","N","N","6964","1264","1475","19322","1356","26286","4.3","2.7","2.9","7.4","6.5","16.5","N","N","9.7","2.8","5.0","3.0","25.0","8.3","N","N","27.6","8.9","N","N","3.5","11.0","3.3","15.4","13.6","7.6","N","N","4.5","16.0","3.8","15.9","9.8","4.8","N","N","5.1","20.8","4.0","17.9","14.7","3.0","3.5","5.9","N","N","4.0","18.2","10.6","3.3","1.6","1.5","N","N","4.3","13.5","5.2","2.0","6.9","2.8","N","N","0.0","2.9","1.4","2.8","1.9","2.1","N","N","0.0","2.9","1.5","1.1","0.8","1.1","2.9","0.0","N","N","36927","4040","44114","3790","18644","2388","6478","51824","4384","55345","3633","47159","N","N","2691","22998","24.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.5","(X)",
"0500000US13297","Walton County, Georgia","N","N","7955","1375","1539","21159","1128","29114","5.3","2.1","3.5","11.0","9.8","26.1","N","N","4.7","1.7","2.6","1.3","11.4","5.5","N","N","8.8","5.4","N","N","3.5","8.7","3.1","8.8","8.8","5.5","N","N","3.8","12.0","3.1","11.1","19.2","7.0","N","N","3.8","12.7","3.6","14.3","16.9","3.6","7.4","17.4","N","N","4.2","17.9","16.4","3.5","4.0","2.8","N","N","3.9","19.4","13.5","2.9","16.7","4.0","N","N","4.4","3.2","1.7","3.5","2.3","2.6","N","N","0.0","2.6","1.2","1.8","1.3","0.9","2.6","0.0","N","N","50173","4650","62225","7123","28767","10670","7915","70251","4800","67175","4025","58819","N","N","6053","34474","35.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.3","(X)",
"0500000US13313","Whitfield County, Georgia","N","N","8583","1208","1733","26117","1891","34700","5.3","2.3","2.0","6.0","5.6","9.9","N","N","7.6","2.6","5.9","2.6","17.4","7.9","N","N","25.4","9.2","N","N","3.9","16.9","3.9","18.3","16.4","6.0","N","N","3.1","9.5","3.2","12.3","11.1","5.7","N","N","3.6","14.6","3.0","14.4","20.0","4.2","4.6","7.2","N","N","4.9","24.1","9.9","2.6","4.1","3.7","N","N","3.2","12.2","8.0","2.9","7.7","3.0","N","N","6.1","5.2","0.8","1.7","1.0","1.6","N","N","1.4","1.9","2.1","1.4","1.1","1.9","1.7","1.1","N","N","39423","4548","48501","5031","23258","5132","6894","56218","5325","58103","4447","54049","N","N","8091","37565","33.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.2","(X)",
"0500000US15001","Hawaii County, Hawaii","28873","2027","21905","2064","2430","40679","2178","62584","6.1","1.8","1.9","10.6","4.4","20.7","1.4","2.5","6.6","1.7","5.8","2.2","9.0","3.2","2.7","5.0","20.5","5.4","2.7","8.4","2.0","8.9","2.3","12.8","11.2","3.1","2.0","5.5","1.9","7.3","1.6","8.3","12.5","3.2","2.9","15.5","2.3","15.2","1.9","13.9","18.6","2.3","4.1","12.1","3.4","20.0","2.9","21.4","12.6","2.0","8.3","2.8","3.2","17.3","2.7","14.4","10.9","1.6","13.2","2.2","15.9","3.1","4.7","2.1","1.2","5.2","1.9","3.6","7.0","2.6","0.6","0.7","2.5","0.8","0.7","2.2","0.6","0.5","1.1","3.1","47100","3778","57308","2757","24958","2598","5501","65912","3994","68870","3220","59877","N","N","3898","36869","37.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.1","(X)",
"0500000US15003","Honolulu County, Hawaii","157093","4762","96630","4802","4621","212524","3342","309154","2.8","0.5","0.7","5.5","1.5","11.9","0.4","1.2","3.2","0.5","1.9","0.5","6.7","1.3","0.5","1.0","13.6","1.8","1.0","3.7","0.9","4.8","0.8","7.5","11.9","1.9","0.8","4.8","0.7","6.1","0.7","7.8","16.0","2.1","1.2","9.1","1.1","11.1","1.0","12.3","17.9","1.1","2.3","17.4","1.3","17.8","1.2","18.3","15.0","0.9","9.2","1.5","1.6","18.7","1.4","17.8","18.6","1.0","22.5","1.4","26.4","1.8","8.4","1.6","0.7","8.0","0.9","6.4","9.3","1.0","2.5","0.8","6.8","0.7","0.5","5.8","0.7","2.3","0.9","8.0","68537","2025","81177","1069","40445","1779","2838","90143","2186","95300","1759","84081","104549","2669","2778","54287","31.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.3","(X)",
"0500000US15007","Kauai County, Hawaii","N","N","6802","1005","1385","15345","1255","22147","4.6","2.3","2.3","7.1","5.8","12.6","N","N","4.0","2.5","3.3","2.7","5.6","4.7","N","N","17.9","7.4","N","N","2.7","6.6","2.8","9.7","8.7","4.4","N","N","2.7","8.1","2.6","7.9","9.2","4.4","N","N","4.7","19.8","3.7","14.8","23.6","4.7","11.7","32.5","N","N","4.1","17.1","12.3","2.9","4.7","2.7","N","N","4.1","15.7","11.9","3.2","15.1","3.7","N","N","4.8","3.9","1.8","4.5","2.4","3.7","N","N","0.0","2.5","5.1","2.5","2.5","5.0","5.2","4.0","N","N","55246","5590","59020","8778","42683","16811","11137","67224","8830","77878","7789","72427","N","N","15977","54871","37.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","39.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.9","(X)",
"0500000US15009","Maui County, Hawaii","26826","1971","17377","2049","2205","34516","2326","51893","4.2","1.6","1.5","4.6","3.0","6.9","1.0","1.1","4.1","1.6","2.0","1.0","9.1","4.3","1.1","1.5","13.2","4.9","2.4","5.1","2.2","6.7","2.3","8.6","12.8","4.6","3.2","8.3","2.7","8.9","2.4","9.9","18.5","4.3","2.7","9.3","2.5","11.7","2.3","14.1","18.9","2.7","6.0","20.6","3.6","19.7","3.1","17.6","14.3","2.5","5.3","3.2","4.1","21.0","3.4","19.0","15.9","2.5","18.9","3.6","22.2","4.3","9.8","4.5","1.4","5.2","1.9","4.6","5.7","1.8","1.3","1.4","5.9","2.4","1.7","5.0","1.7","2.5","2.6","6.1","60617","5852","73916","6154","41534","6301","3909","80743","7056","88289","5818","79426","N","N","7763","56173","25.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.8","(X)",
"0500000US16001","Ada County, Idaho","77901","3113","50551","2873","3237","98800","2032","149351","4.3","1.0","1.0","6.2","2.5","10.9","0.9","1.9","5.3","0.9","2.6","0.9","11.6","2.3","0.7","1.3","17.5","2.8","1.4","5.7","1.4","7.3","1.2","10.5","16.2","2.8","1.5","7.2","1.5","8.8","1.2","11.6","18.1","3.2","1.8","12.7","1.7","14.1","1.6","15.7","20.1","1.7","2.6","15.6","2.4","23.6","2.2","22.4","12.4","1.3","5.0","1.5","2.1","17.7","1.8","15.6","11.1","1.2","14.9","1.7","18.0","2.0","3.4","1.2","0.7","5.9","1.1","4.2","6.7","1.3","1.0","0.8","4.1","1.0","0.7","3.0","0.5","0.8","1.3","5.2","50612","1429","63222","1961","30835","1991","3281","71147","3424","78788","2424","66590","N","N","4019","41309","30.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.1","(X)",
"0500000US16005","Bannock County, Idaho","N","N","10909","1556","1569","18621","1250","29530","5.1","3.0","3.2","11.5","7.4","22.6","N","N","6.4","2.6","1.7","1.6","15.5","6.7","N","N","19.3","6.2","N","N","2.4","7.9","3.0","11.5","18.4","6.7","N","N","4.6","13.8","4.0","15.3","10.8","5.0","N","N","5.1","15.8","3.7","13.8","19.2","3.8","3.5","6.6","N","N","5.3","24.5","10.7","2.2","3.4","2.6","N","N","3.3","15.2","8.2","2.4","10.8","3.5","N","N","3.5","2.6","1.1","3.5","1.9","2.1","N","N","0.0","1.5","1.8","1.3","0.9","1.3","1.5","0.0","N","N","38396","4462","54277","6520","21324","4212","5751","65421","6803","67004","4541","53211","N","N","3235","28021","24.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.0","(X)",
"0500000US16019","Bonneville County, Idaho","N","N","7698","1243","1619","27305","1217","35003","4.6","2.3","2.3","5.6","5.1","9.9","N","N","7.6","2.5","4.3","2.2","19.6","7.9","N","N","23.7","8.0","N","N","2.6","7.8","2.8","11.2","12.5","6.1","N","N","2.5","10.0","2.0","10.7","8.0","3.7","N","N","3.7","19.1","2.9","15.5","22.1","3.7","7.2","12.1","N","N","4.0","23.6","13.3","2.4","7.4","4.4","N","N","3.0","14.6","9.3","1.8","10.2","2.3","N","N","6.1","3.5","1.1","3.3","1.5","2.7","N","N","0.7","1.2","2.6","1.1","0.9","2.0","2.1","0.0","N","N","49482","3163","53076","4742","23886","3682","1967","61277","4008","66278","3067","60173","N","N","5236","36867","25.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","17.8","(X)",
"0500000US16027","Canyon County, Idaho","35542","2099","15864","1619","1844","45835","1918","61699","5.3","1.7","2.1","8.1","6.0","18.4","1.4","2.4","7.8","1.5","6.0","1.7","16.1","3.9","1.3","3.7","22.9","6.2","2.0","6.5","2.2","9.4","2.4","13.5","13.9","4.1","2.7","10.4","2.7","11.0","2.1","11.5","9.7","3.8","2.9","16.8","2.8","18.6","2.2","16.0","23.3","2.5","4.2","14.1","4.0","30.6","3.2","25.5","9.3","1.4","2.4","2.1","2.4","13.2","1.9","11.1","7.3","1.6","9.3","2.0","11.4","2.4","1.1","1.2","0.6","1.7","0.8","1.3","2.2","1.1","0.4","0.7","2.2","1.3","1.0","1.9","1.1","1.0","1.7","2.8","42732","2722","49715","2784","21521","2393","2741","54584","4392","59461","4110","54090","N","N","10491","35571","19.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","14.1","(X)",
"0500000US16055","Kootenai County, Idaho","30785","2148","16378","2091","2205","39078","1801","55456","4.6","1.9","1.7","5.8","3.6","12.0","1.1","1.9","8.3","2.0","4.9","1.9","16.0","4.6","1.6","3.0","20.0","5.6","2.5","5.9","2.3","7.6","2.3","10.8","17.7","5.0","2.9","14.2","3.1","16.5","2.6","16.4","15.0","4.6","3.7","17.8","3.0","16.8","2.4","17.3","19.0","2.7","4.6","13.2","4.0","23.0","3.4","21.0","11.3","2.1","3.3","2.2","3.1","16.9","2.6","14.7","7.2","2.0","8.9","2.4","10.9","2.9","2.4","2.8","0.9","2.1","1.1","1.8","2.6","1.3","0.1","0.1","2.9","1.5","1.1","2.1","0.5","0.3","2.0","3.7","42316","3504","49755","4199","25737","2203","5386","57274","6182","64990","4594","56225","N","N","2513","31977","19.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","17.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.2","(X)",
"0500000US16083","Twin Falls County, Idaho","N","N","8023","1279","1599","21579","1469","29602","5.5","2.8","2.6","6.2","6.9","11.6","N","N","6.9","2.7","5.9","3.3","10.0","5.2","N","N","19.4","7.3","N","N","3.0","9.4","3.2","11.2","21.2","8.7","N","N","4.0","14.0","3.9","15.6","19.0","8.5","N","N","3.9","18.0","3.8","18.9","22.3","3.6","5.5","13.0","N","N","4.7","23.6","10.9","2.6","2.0","2.1","N","N","3.3","14.5","6.5","1.8","7.5","2.2","N","N","3.1","2.4","0.6","0.7","0.6","0.7","N","N","0.8","1.3","0.8","0.8","0.6","0.6","2.0","0.0","N","N","42106","3342","48016","4231","27409","5972","4693","52468","3583","53552","2937","49483","N","N","4516","35315","27.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.9","(X)",
