"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"0500000US12087","Monroe County, Florida","36078","1787","6.7","1.7","1.6","1.0","7.2","2.0","6.5","2.0","13.4","3.2","17.9","3.2","10.0","2.8","17.1","3.4","8.5","2.6","11.1","2.2","68563","8422","115417","12287","58.4","(X)","(X)","(X)","(X)","(X)","20991","1768","3.0","1.8","0.5","0.8","4.5","1.8","5.8","2.7","14.7","4.5","16.4","3.8","10.1","3.6","20.3","4.1","7.8","2.6","16.9","3.7","86593","12720","148146","20547","(X)","(X)","57.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","96685","10709","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15087","1796","11.9","3.9","3.1","2.1","12.4","4.5","8.4","3.3","11.7","3.9","19.2","5.3","9.2","3.6","14.1","6.0","7.5","4.8","2.4","1.6","51868","5954","65791","7360","(X)","(X)","(X)","(X)","59.6","(X)",
"0500000US12089","Nassau County, Florida","40276","1134","6.4","2.7","5.0","2.8","3.1","1.7","5.9","2.9","6.6","2.4","21.9","5.4","14.9","4.7","18.5","4.9","8.5","2.8","9.0","3.3","75981","5964","100494","14322","35.1","(X)","(X)","(X)","(X)","(X)","28789","2532","2.1","2.3","3.4","2.9","3.9","2.7","5.0","3.4","9.4","5.9","19.0","5.4","16.0","5.1","21.7","6.3","9.5","3.5","10.0","4.1","84073","10889","103285","10046","(X)","(X)","38.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","99486","12747","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11487","2347","17.2","8.7","9.0","8.0","3.5","2.1","8.3","4.7","10.4","5.4","18.8","7.2","15.6","8.9","7.9","4.3","2.7","3.3","6.6","5.9","52081","19426","86489","45331","(X)","(X)","(X)","(X)","26.2","(X)",
"0500000US12091","Okaloosa County, Florida","84497","2515","4.2","1.3","2.4","0.8","5.6","1.2","9.6","1.9","12.2","2.1","19.2","2.5","13.9","2.2","16.6","2.3","9.0","1.6","7.1","1.4","69823","5528","92752","5461","37.2","(X)","(X)","(X)","(X)","(X)","56440","2704","2.7","1.4","1.8","0.8","2.7","1.2","6.4","2.1","10.7","2.6","18.6","3.0","15.6","2.6","18.8","3.0","12.9","2.4","9.9","2.0","87924","7142","110031","7585","(X)","(X)","38.6","(X)","(X)","(X)","43695","2710","1.1","0.8","1.0","0.8","1.3","0.7","3.5","1.7","8.8","2.5","17.3","3.3","17.0","3.0","22.5","3.6","15.6","2.8","12.0","2.6","100140","7037","N","N","(X)","(X)","(X)","(X)","(X)","(X)","28057","2759","7.9","2.9","3.2","1.6","13.3","3.3","14.9","3.9","16.1","4.4","22.5","4.4","8.4","3.0","10.9","3.1","1.1","0.8","1.6","1.0","45845","3991","54891","3587","(X)","(X)","(X)","(X)","30.2","(X)",
"0500000US12095","Orange County, Florida","512496","6481","6.7","0.9","3.5","0.5","7.9","0.8","9.2","0.8","11.4","1.0","16.7","1.2","13.4","1.0","14.9","1.3","7.2","0.9","9.1","0.9","64833","2503","92624","3080","40.9","(X)","(X)","(X)","(X)","(X)","343602","8734","5.0","0.9","2.4","0.6","6.9","1.0","8.3","1.1","11.0","1.2","15.5","1.5","14.2","1.3","16.4","1.5","8.6","1.1","11.6","1.3","76210","2565","104681","4367","(X)","(X)","40.5","(X)","(X)","(X)","233682","8250","2.5","0.8","1.3","0.5","4.1","1.1","6.0","1.0","8.8","1.5","14.3","1.8","16.2","1.8","19.7","2.0","11.6","1.5","15.5","1.7","95115","4122","125086","5945","(X)","(X)","(X)","(X)","(X)","(X)","168894","7012","12.1","2.2","5.7","1.1","10.8","1.6","12.6","1.7","12.5","1.7","19.1","2.4","10.8","1.6","10.9","1.8","2.9","1.1","2.6","0.7","43855","4313","59504","3006","(X)","(X)","(X)","(X)","39.1","(X)",
"0500000US12097","Osceola County, Florida","133330","4151","4.8","1.2","2.8","0.9","10.4","2.1","10.3","1.9","11.8","1.9","23.0","3.0","14.1","2.3","12.3","1.9","4.9","1.4","5.5","1.4","60585","3566","76271","4582","48.3","(X)","(X)","(X)","(X)","(X)","101132","4827","3.9","1.4","1.4","0.8","9.4","2.2","9.0","1.8","12.0","2.5","23.6","3.7","15.4","2.8","14.3","2.3","5.2","1.6","6.0","1.8","65586","4221","79711","4844","(X)","(X)","48.6","(X)","(X)","(X)","72227","4639","2.9","1.0","1.2","0.9","5.6","2.3","7.8","2.3","10.6","2.6","23.5","4.3","17.7","3.3","16.5","2.9","6.2","2.0","8.0","2.4","72617","4139","N","N","(X)","(X)","(X)","(X)","(X)","(X)","32198","3902","9.7","2.9","7.3","3.0","15.8","6.1","14.2","4.8","12.2","4.3","22.2","4.8","9.2","3.5","6.7","3.0","0.5","0.7","2.1","1.4","39744","7584","55557","9942","(X)","(X)","(X)","(X)","45.2","(X)",
"0500000US12099","Palm Beach County, Florida","595447","7364","6.1","0.6","3.3","0.3","7.8","0.7","7.8","0.6","10.9","0.8","16.9","0.9","11.9","0.8","16.5","1.0","7.4","0.7","11.6","0.7","70002","1965","108311","2724","45.5","(X)","(X)","(X)","(X)","(X)","372327","7679","3.2","0.5","1.7","0.4","4.9","0.6","6.9","0.9","10.0","0.9","16.2","1.1","13.9","1.1","19.4","1.2","8.9","1.0","14.9","1.1","87614","2435","127843","4141","(X)","(X)","48.4","(X)","(X)","(X)","270638","6465","1.8","0.5","1.1","0.3","3.4","0.6","4.6","0.6","8.2","1.0","14.7","1.1","14.3","1.2","22.2","1.4","10.7","1.3","19.1","1.5","103514","2709","148985","5654","(X)","(X)","(X)","(X)","(X)","(X)","223120","6697","11.6","1.2","6.3","0.8","13.0","1.4","10.4","1.2","13.3","1.1","17.8","1.5","7.8","0.9","10.5","1.3","4.0","0.7","5.3","0.9","44434","2081","70889","4168","(X)","(X)","(X)","(X)","39.0","(X)",
"0500000US12101","Pasco County, Florida","230060","3739","6.1","0.9","4.4","0.7","9.0","1.1","8.6","1.0","13.3","1.2","19.1","1.4","11.8","1.2","14.6","1.2","6.6","0.9","6.4","1.0","59470","3143","82977","4170","33.7","(X)","(X)","(X)","(X)","(X)","145759","4372","3.5","1.0","1.6","0.4","4.6","1.0","6.0","1.1","11.9","1.4","20.4","1.8","14.9","1.4","19.1","1.8","9.2","1.4","8.8","1.4","77137","2346","101476","5244","(X)","(X)","34.9","(X)","(X)","(X)","111490","4398","1.3","0.5","1.2","0.5","3.8","1.0","4.1","1.0","10.8","1.5","20.4","2.1","15.4","1.5","21.4","2.1","10.8","1.7","10.7","1.8","88673","3306","111867","6186","(X)","(X)","(X)","(X)","(X)","(X)","84301","4385","11.3","2.0","9.5","1.9","16.5","2.3","13.6","2.0","17.7","2.3","16.1","2.2","5.8","1.5","6.4","1.6","1.4","0.6","1.6","0.7","34236","2404","46619","3077","(X)","(X)","(X)","(X)","30.4","(X)",
"0500000US12103","Pinellas County, Florida","419798","5705","6.6","0.8","4.2","0.5","8.2","0.8","8.7","0.7","12.6","0.9","18.0","1.0","12.8","0.8","14.6","0.9","6.4","0.7","7.9","0.7","61947","1633","89898","2893","38.7","(X)","(X)","(X)","(X)","(X)","230940","5129","3.5","0.7","2.2","0.5","4.6","0.8","6.0","0.8","10.7","1.2","16.8","1.3","15.8","1.2","19.3","1.3","9.3","1.1","11.8","1.1","84494","3205","113683","3741","(X)","(X)","40.9","(X)","(X)","(X)","174650","4916","1.8","0.5","1.0","0.4","3.2","0.6","4.6","0.8","8.6","1.0","15.8","1.6","17.0","1.5","21.8","1.6","11.4","1.4","14.7","1.5","96247","2775","128863","4372","(X)","(X)","(X)","(X)","(X)","(X)","188858","5742","11.0","1.5","7.2","0.9","12.9","1.3","12.2","1.2","14.9","1.5","19.8","1.7","8.7","1.0","7.9","1.2","2.6","0.6","2.8","0.7","41288","1788","58641","3360","(X)","(X)","(X)","(X)","35.4","(X)",
"0500000US12105","Polk County, Florida","276469","4275","6.7","0.8","4.2","0.7","9.2","1.0","10.3","1.3","13.8","1.3","19.9","1.5","12.9","1.2","13.7","1.2","4.7","0.7","4.6","0.7","56379","2073","74361","3024","53.1","(X)","(X)","(X)","(X)","(X)","187281","5988","4.8","0.9","1.8","0.6","6.8","1.2","9.9","1.8","13.0","1.6","20.9","1.6","14.9","1.6","16.4","1.6","6.0","0.9","5.5","0.8","66241","2543","82554","2755","(X)","(X)","55.3","(X)","(X)","(X)","131773","5797","1.8","0.7","1.1","0.5","5.1","1.1","8.5","1.9","11.5","1.6","21.4","2.0","17.0","1.9","18.5","2.0","8.0","1.2","7.1","1.1","75689","3199","94459","3769","(X)","(X)","(X)","(X)","(X)","(X)","89188","5305","12.8","2.0","9.6","1.8","15.3","2.1","12.0","1.8","16.0","2.0","16.0","2.8","8.4","1.8","6.5","1.7","1.2","0.6","2.0","1.0","35198","2599","51611","6768","(X)","(X)","(X)","(X)","46.3","(X)",
"0500000US12107","Putnam County, Florida","29765","1450","13.2","3.7","8.2","3.2","14.3","4.0","15.9","4.9","12.9","3.5","15.4","3.9","7.6","2.8","8.5","2.9","2.8","1.4","1.1","0.8","33370","4864","48904","4689","37.6","(X)","(X)","(X)","(X)","(X)","17520","1741","12.0","5.0","5.1","2.8","10.5","4.5","14.6","5.5","12.6","4.7","15.9","4.5","11.0","4.0","12.4","4.3","4.3","2.1","1.5","1.3","45070","9643","58049","6122","(X)","(X)","39.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","66416","6955","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12245","1602","15.9","5.5","13.1","6.3","23.2","7.4","18.6","6.9","11.5","5.2","11.1","5.4","3.7","3.2","2.4","2.5","0.0","2.0","0.4","0.8","23996","4942","32825","6163","(X)","(X)","(X)","(X)","32.5","(X)",
"0500000US12109","St. Johns County, Florida","109147","2862","3.5","1.1","1.4","0.6","3.3","1.2","4.9","1.3","10.3","2.3","17.7","2.6","11.6","2.6","18.1","2.4","12.3","2.3","16.9","2.3","91602","8606","129104","7964","39.6","(X)","(X)","(X)","(X)","(X)","81484","3414","1.9","1.0","0.7","0.6","1.2","0.9","2.9","1.1","8.2","2.6","17.0","3.1","12.7","3.1","20.9","2.9","14.9","2.8","19.5","3.1","110092","8133","146367","10309","(X)","(X)","38.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","122040","12975","N","N","(X)","(X)","(X)","(X)","(X)","(X)","27663","2573","8.7","3.2","3.3","1.6","9.3","4.1","11.2","3.4","16.6","4.9","22.2","5.4","8.5","3.7","8.3","3.4","4.5","2.4","7.4","3.3","50698","8249","71773","8652","(X)","(X)","(X)","(X)","39.5","(X)",
"0500000US12111","St. Lucie County, Florida","131235","4867","4.0","1.1","3.2","1.1","9.5","1.9","9.4","2.2","12.7","2.2","21.6","2.7","15.5","2.3","15.4","2.4","4.9","1.5","3.9","1.2","62797","5240","78381","6272","37.3","(X)","(X)","(X)","(X)","(X)","87688","5017","1.7","0.7","1.7","0.8","6.1","1.7","7.5","2.2","11.1","2.7","23.3","3.3","18.6","3.1","19.2","3.3","6.5","2.1","4.3","1.6","73435","4711","89232","8128","(X)","(X)","38.7","(X)","(X)","(X)","63913","4744","1.3","0.7","1.6","1.0","3.8","1.6","5.8","2.4","10.6","3.3","21.3","4.1","21.5","4.0","21.5","3.8","7.0","2.4","5.7","2.2","80470","3702","N","N","(X)","(X)","(X)","(X)","(X)","(X)","43547","4265","9.0","2.7","6.9","2.8","18.0","4.4","14.7","4.2","15.0","3.8","18.2","3.7","8.2","2.8","5.9","1.9","1.9","1.3","2.2","1.3","35969","4042","51420","6141","(X)","(X)","(X)","(X)","33.0","(X)",
"0500000US12113","Santa Rosa County, Florida","71722","2129","2.5","1.0","1.9","0.8","5.5","1.5","4.2","1.4","12.2","2.9","19.5","3.4","16.3","3.3","21.2","3.2","8.4","1.9","8.4","1.8","82059","4201","101635","6860","36.9","(X)","(X)","(X)","(X)","(X)","52633","2799","2.1","2.2","1.2","1.0","3.1","1.4","2.8","1.1","12.8","3.0","17.0","3.6","14.9","3.3","25.7","4.1","10.3","2.6","10.0","2.3","92360","9520","110994","8660","(X)","(X)","37.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","104895","5035","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19089","2241","7.2","2.8","3.9","2.1","13.5","5.3","9.0","4.0","16.9","7.0","20.6","6.6","15.3","6.1","6.7","3.6","3.4","2.2","3.4","3.3","48837","11293","66503","12102","(X)","(X)","(X)","(X)","32.9","(X)",
"0500000US12115","Sarasota County, Florida","204018","4799","4.5","0.7","2.5","0.7","8.6","1.2","7.4","1.1","11.5","1.3","17.6","1.5","13.8","1.4","16.9","1.8","7.2","1.2","10.2","1.1","71761","3011","104520","5063","42.4","(X)","(X)","(X)","(X)","(X)","122891","5183","2.0","0.8","1.2","0.7","4.8","1.3","4.6","1.0","9.3","1.4","17.2","2.0","16.6","2.2","20.3","2.8","10.2","1.9","13.6","1.7","89518","4239","129479","7893","(X)","(X)","41.8","(X)","(X)","(X)","103064","5585","1.4","0.7","0.6","0.4","3.8","1.3","4.2","1.2","8.0","1.4","16.7","2.2","17.0","2.6","21.6","2.9","11.7","2.1","15.0","1.9","94709","6503","N","N","(X)","(X)","(X)","(X)","(X)","(X)","81127","4112","8.5","1.7","4.7","1.4","14.6","2.5","11.4","2.0","15.7","2.1","18.2","3.2","10.2","1.9","9.3","1.9","2.5","0.9","5.0","1.2","45016","4020","64327","4140","(X)","(X)","(X)","(X)","42.9","(X)",
"0500000US12117","Seminole County, Florida","188239","1849","3.9","0.9","3.5","1.0","5.7","1.0","6.7","1.1","13.0","1.4","20.7","1.9","12.7","1.6","16.5","1.7","8.0","1.1","9.5","1.1","70236","2779","98211","4266","33.0","(X)","(X)","(X)","(X)","(X)","126359","3755","2.2","0.7","1.2","0.6","4.4","1.3","5.5","1.4","11.3","1.5","18.4","2.2","13.1","1.9","21.2","2.3","10.3","1.5","12.3","1.6","87954","5067","116484","5941","(X)","(X)","33.0","(X)","(X)","(X)","90525","3656","1.3","0.8","0.3","0.2","2.6","1.0","4.1","1.0","9.1","1.6","15.6","2.4","14.4","2.4","23.5","2.7","13.5","2.1","15.6","1.9","103675","5166","N","N","(X)","(X)","(X)","(X)","(X)","(X)","61880","3829","7.8","2.3","8.2","2.7","9.6","2.1","10.6","2.5","16.9","3.0","24.6","3.7","10.3","2.4","6.9","2.0","1.8","0.9","3.2","1.4","47221","3396","56809","3593","(X)","(X)","(X)","(X)","32.1","(X)",
"0500000US12119","Sumter County, Florida","68792","2697","5.2","2.3","2.4","0.9","8.2","2.3","7.8","2.0","13.4","2.9","21.7","3.5","15.7","3.7","14.0","3.4","6.4","1.9","5.2","1.8","64608","5802","84339","9574","35.4","(X)","(X)","(X)","(X)","(X)","42455","3511","3.8","1.7","0.9","0.8","3.2","1.7","3.8","2.0","15.0","4.4","20.6","4.2","17.8","4.6","18.6","4.7","9.4","3.0","7.0","2.5","80598","6965","95378","7362","(X)","(X)","34.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","82559","5532","N","N","(X)","(X)","(X)","(X)","(X)","(X)","26337","2783","9.6","4.9","5.2","2.3","15.2","4.9","14.4","4.3","12.1","4.1","23.9","6.4","11.2","4.9","4.8","2.8","1.2","1.0","2.4","2.4","43920","9281","63387","21332","(X)","(X)","(X)","(X)","36.4","(X)",
"0500000US12127","Volusia County, Florida","243344","3599","6.5","1.1","4.4","0.9","9.9","1.0","8.6","1.0","12.5","1.2","21.7","1.6","13.5","1.2","14.7","1.3","4.5","0.8","3.8","0.6","58380","1942","74676","2785","53.1","(X)","(X)","(X)","(X)","(X)","147965","5329","3.7","1.0","1.9","0.7","5.4","1.0","7.2","1.3","12.6","1.7","23.5","1.9","15.0","1.7","19.5","1.9","5.9","1.3","5.2","1.0","70165","2734","88706","4445","(X)","(X)","53.6","(X)","(X)","(X)","106988","5299","1.7","0.8","1.5","0.8","4.5","1.0","4.9","1.0","10.9","1.8","23.5","2.3","15.9","1.9","22.9","2.3","7.7","1.7","6.4","1.3","80188","4499","99972","5294","(X)","(X)","(X)","(X)","(X)","(X)","95379","5255","12.2","2.2","8.3","2.0","17.9","2.4","11.7","1.8","12.3","1.9","18.9","2.1","8.9","1.9","6.5","1.5","1.8","0.7","1.5","0.6","34951","3221","49178","3148","(X)","(X)","(X)","(X)","51.4","(X)",
"0500000US12131","Walton County, Florida","33941","3149","6.7","3.0","2.3","1.5","8.4","3.3","10.3","4.3","14.0","3.7","16.5","5.2","9.2","3.5","16.7","4.8","6.0","2.9","9.8","3.6","61787","4945","119881","29853","42.8","(X)","(X)","(X)","(X)","(X)","22256","2743","4.0","3.6","0.8","0.8","5.8","3.3","9.4","5.2","12.3","5.3","12.8","5.0","11.0","4.7","21.6","6.1","7.4","4.0","15.0","5.3","83567","15795","141587","29391","(X)","(X)","49.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","90302","26538","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11685","2275","11.7","5.0","5.2","4.0","13.5","6.9","12.0","7.2","17.4","9.7","23.6","11.4","7.6","4.5","8.8","6.8","0.0","2.1","0.0","2.1","41073","7046","46442","7111","(X)","(X)","(X)","(X)","30.9","(X)",
"0500000US13013","Barrow County, Georgia","30194","457","4.2","2.2","2.0","1.4","5.8","2.4","9.2","2.9","12.7","3.4","22.2","4.4","15.1","3.8","17.8","3.8","5.9","2.4","5.0","2.4","65273","6224","83521","6399","42.1","(X)","(X)","(X)","(X)","(X)","22667","1303","2.6","2.4","1.7","1.5","4.5","2.8","7.5","3.2","15.0","4.4","18.7","4.6","18.0","5.2","19.7","4.4","7.1","3.0","5.1","2.5","75042","6355","89722","7370","(X)","(X)","42.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","87084","8157","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7527","1217","9.5","5.2","3.8","4.0","10.7","4.8","15.5","6.4","16.3","6.9","25.5","7.6","9.2","5.1","6.3","5.3","2.1","2.2","1.1","1.3","43905","5018","51653","6505","(X)","(X)","(X)","(X)","32.7","(X)",
"0500000US13015","Bartow County, Georgia","38903","1482","5.0","2.3","2.9","1.8","7.6","2.6","5.4","2.2","13.5","3.8","16.9","4.0","21.5","4.8","17.0","3.0","5.2","2.6","5.0","2.0","71523","11893","83997","7941","40.9","(X)","(X)","(X)","(X)","(X)","28020","2363","3.2","2.0","1.3","1.5","3.9","2.2","5.5","2.9","12.1","4.4","15.9","4.0","23.8","5.5","20.6","4.1","6.7","3.5","7.0","2.8","83605","4367","97551","10165","(X)","(X)","41.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","88109","5209","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10883","2152","9.5","5.5","7.1","5.9","17.9","7.5","6.5","3.9","19.4","8.0","18.2","8.8","15.3","7.8","4.7","3.5","1.5","2.2","0.0","2.3","40159","6260","46336","6503","(X)","(X)","(X)","(X)","38.7","(X)",
"0500000US13021","Bibb County, Georgia","57677","2209","10.7","2.1","6.8","1.8","8.9","2.2","11.9","2.2","13.7","2.7","15.5","2.8","10.4","2.1","13.4","2.5","3.9","1.4","4.7","1.3","48176","3589","71476","5870","48.6","(X)","(X)","(X)","(X)","(X)","34072","2730","7.9","2.5","5.1","2.2","6.8","2.3","10.0","2.6","12.4","3.1","12.8","3.2","12.8","3.1","19.5","4.1","5.5","2.0","7.1","1.9","63420","10710","88960","9129","(X)","(X)","53.5","(X)","(X)","(X)","19457","2022","3.0","2.2","0.6","0.8","1.9","1.0","5.6","2.7","10.2","4.1","12.3","3.6","16.2","4.5","30.7","6.1","9.0","3.6","10.4","3.0","100170","9001","N","N","(X)","(X)","(X)","(X)","(X)","(X)","23605","2588","15.5","3.9","9.2","3.1","12.5","4.0","16.1","4.2","15.6","4.3","17.0","4.7","7.1","3.0","4.1","2.4","1.5","1.7","1.4","1.5","32669","3165","44651","5534","(X)","(X)","(X)","(X)","40.8","(X)",
"0500000US13031","Bulloch County, Georgia","29318","2563","6.8","3.5","3.6","1.9","10.3","4.0","11.4","3.9","11.6","3.7","22.8","5.3","13.5","4.4","11.1","3.4","4.5","2.8","4.5","2.7","57656","7366","70955","7299","42.8","(X)","(X)","(X)","(X)","(X)","16346","1852","4.6","3.5","5.4","5.0","6.4","4.1","8.7","4.5","9.3","4.4","19.9","4.0","14.1","5.5","19.0","6.1","5.8","3.7","6.8","4.8","66823","8880","85084","11315","(X)","(X)","42.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","91855","13598","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12972","2242","9.5","5.8","5.3","3.4","15.1","6.5","17.3","7.7","16.2","6.2","19.1","8.2","12.0","7.4","2.2","1.9","2.5","3.1","0.8","0.9","37291","7267","48859","8576","(X)","(X)","(X)","(X)","42.3","(X)",
"0500000US13045","Carroll County, Georgia","43859","1293","5.1","2.3","5.0","2.4","11.0","3.0","9.8","3.5","13.8","3.0","16.7","3.3","13.1","4.0","16.8","3.4","4.6","1.8","4.1","1.6","58473","8126","77067","7397","44.0","(X)","(X)","(X)","(X)","(X)","31146","2250","4.0","2.6","4.4","2.4","11.2","3.7","4.5","2.2","11.3","3.3","17.9","4.4","15.3","5.0","20.5","4.7","6.0","2.5","4.9","2.1","70998","6947","85226","9080","(X)","(X)","46.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","87802","7969","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12713","2069","7.6","4.2","9.8","6.6","10.6","5.2","23.6","9.3","18.6","6.3","13.0","5.0","7.6","4.3","7.3","4.9","0.5","0.8","1.4","1.5","34426","3530","52654","11811","(X)","(X)","(X)","(X)","37.6","(X)",
"0500000US13047","Catoosa County, Georgia","26864","825","3.5","2.2","3.4","2.3","8.9","4.1","7.6","3.5","15.5","4.2","19.5","4.1","17.1","5.1","11.6","3.8","7.7","3.3","5.1","1.8","65576","7828","83905","8068","32.8","(X)","(X)","(X)","(X)","(X)","19791","1482","3.5","2.7","0.7","1.0","5.9","3.7","5.6","2.9","16.7","5.3","20.6","5.0","17.4","5.5","13.0","4.6","10.7","4.6","5.9","2.4","71886","6020","90607","7826","(X)","(X)","32.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","83886","11092","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7073","1528","3.6","3.7","12.3","7.9","17.5","9.9","15.6","11.1","10.4","4.9","19.7","9.0","13.0","7.7","6.5","5.9","0.0","3.5","1.4","2.3","36199","10434","61431","24972","(X)","(X)","(X)","(X)","33.9","(X)",
"0500000US13051","Chatham County, Georgia","121028","2329","6.5","1.3","3.9","1.0","7.4","1.4","8.5","1.6","11.8","1.9","20.9","2.6","14.0","2.2","13.6","2.0","6.1","1.4","7.3","1.5","61843","2537","87244","5615","50.1","(X)","(X)","(X)","(X)","(X)","76938","4072","3.6","1.4","2.1","0.9","5.7","1.7","8.1","2.3","10.6","2.1","19.4","3.7","15.4","3.1","17.1","3.1","7.9","1.9","10.1","2.4","75800","7044","104408","8809","(X)","(X)","53.3","(X)","(X)","(X)","51327","3882","1.7","1.2","1.1","0.8","2.1","1.2","4.1","1.5","7.2","2.6","20.1","4.3","17.3","4.1","20.5","3.9","11.4","2.7","14.5","3.4","93419","6268","N","N","(X)","(X)","(X)","(X)","(X)","(X)","44090","3812","12.6","2.9","7.1","2.1","10.6","2.6","10.7","3.1","16.9","4.0","20.8","3.8","10.1","3.5","7.3","2.0","1.7","1.1","2.3","1.4","41916","4925","53713","5297","(X)","(X)","(X)","(X)","41.7","(X)",
"0500000US13057","Cherokee County, Georgia","100023","1578","3.2","1.1","2.3","1.1","4.3","1.5","6.4","1.8","6.7","1.4","16.1","3.0","13.1","2.4","19.9","3.4","16.5","2.8","11.6","2.3","96267","7026","118403","6890","41.8","(X)","(X)","(X)","(X)","(X)","74871","3319","3.0","1.2","1.3","0.9","2.3","1.0","4.6","2.0","5.8","1.6","13.0","2.6","14.1","3.0","23.4","3.7","19.0","3.5","13.5","2.8","111783","7166","131038","7881","(X)","(X)","43.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","121948","10312","N","N","(X)","(X)","(X)","(X)","(X)","(X)","25152","3056","3.7","2.5","5.5","3.2","11.3","4.8","13.2","4.4","11.2","4.1","25.4","7.3","10.8","4.3","8.9","4.0","6.9","4.4","3.1","2.1","57572","11697","72370","9528","(X)","(X)","(X)","(X)","35.7","(X)",
